Size,Merge Sort,Insertion Sort,Timsort
100,0.0010035619998234324,0.0015191200000117533,3.9914000808494166e-05
1000,0.015405927000756492,0.18820307699934347,0.000825664999865694
5000,0.09173185899999226,5.013802805999148,0.004954498001097818
